MACAddress,Username,Campus,Role,Device Name,Group,Folder,Device Location,ConnectDate,ConnectHour,ConnectMinute,ConnectDN,DisconnectDate,DisconnectHour,DisconnectMinute,DisconnectDN,Duration,Total Traffic (MB),Total Traffic In (MB),Total Traffic Out (MB),Avg Usage (Kbps),Avg Signal (dBm),Avg Signal Quality,Vendor,Connection Mode,SSID,AOS Device Type,Device Type,Manufacturer,Model,OS,OS Detail
31b3a9b443604393e649947e9a11ee17b85009b9b8ad4ad206f31567ce332286,4dec752d2bdb25ec94af82b6c0836d597982acbf4ec3cb40350d385d9bb1c66a,scr,-,CUC-HON-4-EAST,Access Points,Top > CUC > Honold Mudd Library > Fourth Floor,-,12/9/2015,6,53,PM,12/9/2015,7,1,PM,7 mins,0,0,0,0,0,0,Unknown,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.2 (13C75)
31b3a9b443604393e649947e9a11ee17b85009b9b8ad4ad206f31567ce332286,4dec752d2bdb25ec94af82b6c0836d597982acbf4ec3cb40350d385d9bb1c66a,scr,CLAREMONT-WPA-ROLE,CUC-HON-4-EAST,Access Points,Top > CUC > Honold Mudd Library > Fourth Floor,-,12/9/2015,7,1,PM,12/9/2015,7,42,PM,40 mins,2.75,2.28,0.47,18.37,-66.04,26,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.2 (13C75)
a31c0e66b08ec741a634c57b801252fd3a8ac824a0ccd3a32fc53be61b90d413,-,-,-,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,1,31,PM,12/9/2015,1,33,PM,2 mins,0,0,0,0,0,0,Unknown,802.11n (5 GHz),Claremont,iPhone,Apple iPhone,Apple,iPhone,iOS,8.4.1 (12H321)
a31c0e66b08ec741a634c57b801252fd3a8ac824a0ccd3a32fc53be61b90d413,-,-,-,CUC-HON-3-S-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 2 South,12/9/2015,1,28,PM,12/9/2015,1,31,PM,2 mins,0,0,0,0,0,0,Unknown,802.11n (2.4 GHz),Claremont,iPhone,Apple iPhone,Apple,iPhone,iOS,8.4.1 (12H321)
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,d9dc7a1289b58eb41c10c4e63384c23eaa9f5b573b58ea703056f522980cc6a2,SCR,CLAREMONT-WPA-ROLE,CUC-HON-1-W-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,10,35,PM,-,,,,1 hr 24 mins,0.2,0.07,0.13,0.34,-57.14,39.86,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,d9dc7a1289b58eb41c10c4e63384c23eaa9f5b573b58ea703056f522980cc6a2,SCR,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,9,13,PM,12/9/2015,9,23,PM,10 mins,0,0,0,0,-65.05,31,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,d9dc7a1289b58eb41c10c4e63384c23eaa9f5b573b58ea703056f522980cc6a2,SCR,CLAREMONT-WPA-ROLE,CUC-HON-1-W-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,9,23,PM,12/9/2015,9,34,PM,10 mins,0,0,0,0,-61.13,35,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,-,-,-,CUC-HON-2-S-RTLS,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,8,50,PM,12/9/2015,8,53,PM,2 mins,0,0,0,0,0,0,Unknown,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,d9dc7a1289b58eb41c10c4e63384c23eaa9f5b573b58ea703056f522980cc6a2,SCR,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,8,53,PM,12/9/2015,9,3,PM,10 mins,0,0,0,0,0,0,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,d9dc7a1289b58eb41c10c4e63384c23eaa9f5b573b58ea703056f522980cc6a2,SCR,CLAREMONT-WPA-ROLE,CUC-HON-1-W-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,9,3,PM,12/9/2015,9,13,PM,10 mins,0,0,0,0,-68,29,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
7e306c46ff3350acd4c3e6966e728c93baf1a8b54eb1df768c6ef463f2ad3cb3,d9dc7a1289b58eb41c10c4e63384c23eaa9f5b573b58ea703056f522980cc6a2,SCR,CLAREMONT-WPA-ROLE,CUC-HON-2-N-WELCOME_DESK,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 North,12/9/2015,9,44,PM,12/9/2015,10,35,PM,50 mins,0.09,0.03,0.06,0.26,-71.74,25,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1
c4d63600ae99d0a046ca71664fab56740413111ed247af951e276685d7919cad,3ce7522141209946cb08d5727580a0e2bf3c3486b2e83b29e0731f18f07769ce,cmc.edu,CLAREMONT-WPA-ROLE,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,9,44,PM,-,,,,2 hrs 15 mins,3.48,2.98,0.5,3.71,-49.41,47.59,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
c4d63600ae99d0a046ca71664fab56740413111ed247af951e276685d7919cad,3ce7522141209946cb08d5727580a0e2bf3c3486b2e83b29e0731f18f07769ce,cmc.edu,CLAREMONT-WPA-ROLE,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/8/2015,7,17,PM,12/9/2015,1,3,AM,1 hr 3 mins,45.46,42.95,2.5,101.86,-53.08,43,Unknown,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
c4d63600ae99d0a046ca71664fab56740413111ed247af951e276685d7919cad,3ce7522141209946cb08d5727580a0e2bf3c3486b2e83b29e0731f18f07769ce,cmc.edu,-,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,9,41,PM,12/9/2015,9,44,PM,3 mins,0,0,0,0,0,0,Unknown,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
8164e754ae3e8ae6bed35a940885de7cd29f1973f179ce81881dd4bb2a74319e,e88ecff4a824a07d40b4fb552ffb2efdd4221ec5831280d56e3e52861006ad83,cgu,CLAREMONT-WPA-ROLE,CUC-HON-2-S-RTLS,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,11,52,AM,12/9/2015,12,2,PM,10 mins,0,0,0,0,0,0,LG Electronics (Mobile Communications),802.11n (5 GHz),Claremont-WPA,Android,LG H631,LG,H631,Android,Linux; U; Android 5.1.1; LG-H631 Build/LMY47V
8164e754ae3e8ae6bed35a940885de7cd29f1973f179ce81881dd4bb2a74319e,e88ecff4a824a07d40b4fb552ffb2efdd4221ec5831280d56e3e52861006ad83,cgu,CLAREMONT-WPA-ROLE,CUC-HON-3-W-CENTER,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,11,26,AM,12/9/2015,11,52,AM,25 mins,0.12,0.04,0.07,1.58,-59,38,LG Electronics (Mobile Communications),802.11n (5 GHz),Claremont-WPA,Android,LG H631,LG,H631,Android,Linux; U; Android 5.1.1; LG-H631 Build/LMY47V
8164e754ae3e8ae6bed35a940885de7cd29f1973f179ce81881dd4bb2a74319e,e88ecff4a824a07d40b4fb552ffb2efdd4221ec5831280d56e3e52861006ad83,cgu,CLAREMONT-WPA-ROLE,CUC-HON-2-S-RTLS,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,3,47,PM,12/9/2015,3,52,PM,4 mins,0,0,0,0,0,0,LG Electronics (Mobile Communications),802.11n (5 GHz),Claremont-WPA,Android,LG H631,LG,H631,Android,Linux; U; Android 5.1.1; LG-H631 Build/LMY47V
8164e754ae3e8ae6bed35a940885de7cd29f1973f179ce81881dd4bb2a74319e,e88ecff4a824a07d40b4fb552ffb2efdd4221ec5831280d56e3e52861006ad83,cgu,CLAREMONT-WPA-ROLE,CUC-HON-3-W-CENTER,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,1,39,PM,12/9/2015,3,16,PM,1 hr 36 mins,2.34,1.5,0.84,3.67,-55.38,41,LG Electronics (Mobile Communications),802.11n (5 GHz),Claremont-WPA,Android,LG H631,LG,H631,Android,Linux; U; Android 5.1.1; LG-H631 Build/LMY47V
8164e754ae3e8ae6bed35a940885de7cd29f1973f179ce81881dd4bb2a74319e,e88ecff4a824a07d40b4fb552ffb2efdd4221ec5831280d56e3e52861006ad83,cgu,CLAREMONT-WPA-ROLE,CUC-HON-2-S-STUDY_AREA,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,3,16,PM,12/9/2015,3,47,PM,30 mins,1.6,1,0.6,10.63,-68.66,28,LG Electronics (Mobile Communications),802.11n (5 GHz),Claremont-WPA,Android,LG H631,LG,H631,Android,Linux; U; Android 5.1.1; LG-H631 Build/LMY47V
bd4a1a7baf4499ac57f80c5b5504c1f07126e7ca61ddb57c72cfb1f7b4fec55e,-,-,CLAREMONT-PREAUTH-ROLE,CUC-HON-3-E-OUTSIDE_DC,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,10,25,PM,12/9/2015,10,35,PM,10 mins,0,0,0,0,0,0,"Apple, Inc.",802.11n (5 GHz),Claremont,iPad,Apple iPad,Apple,iPad,iOS,8.4.1 (12H321)
211bc5ea492f5add2147d6c8ac85a44e288cdd3746b74881bd4fac1871cbd496,-,-,CLAREMONT-PREAUTH-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,2,55,PM,12/9/2015,3,6,PM,10 mins,0,0,0,0,-97,0,"Apple, Inc.",802.11n (5 GHz),Claremont,-,"Apple, Inc.",-,-,-,-
2289367248c37cba0bc6b5126db770c47b10833dfb355aacdbdd14d7ed7f21af,-,-,-,CUC-HON-4-EAST,Access Points,Top > CUC > Honold Mudd Library > Fourth Floor,-,12/9/2015,7,34,PM,12/9/2015,7,42,PM,7 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPad,Apple iPad,Apple,iPad,iOS,9.1
2289367248c37cba0bc6b5126db770c47b10833dfb355aacdbdd14d7ed7f21af,261ddadef7ec2e27fde2243979751e693a7d3ef7f35eb0712aecd926717ccfbc,cmc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-RTLS,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,10,4,PM,12/9/2015,10,55,PM,50 mins,0.16,0.08,0.08,0.62,-81.57,0,Apple,802.11n (5 GHz),Claremont-WPA,iPad,Apple iPad,Apple,iPad,iOS,9.1
2289367248c37cba0bc6b5126db770c47b10833dfb355aacdbdd14d7ed7f21af,261ddadef7ec2e27fde2243979751e693a7d3ef7f35eb0712aecd926717ccfbc,cmc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-RTLS,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,11,36,PM,12/9/2015,11,46,PM,10 mins,0,0,0,0,-97,0,Apple,802.11n (5 GHz),Claremont-WPA,iPad,Apple iPad,Apple,iPad,iOS,9.1
4bc4b02164c8ca1883f51b5f11a8dc6cf82fdaf02738825e5e2ae9c7e3302bf4,e571ddb0f86a77db215f70a7e0cfbd69f2e1a5faf2c6a4940bf60f95aca5f81d,scr,-,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,2,1,PM,12/9/2015,2,4,PM,3 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1 (13B143)
4bc4b02164c8ca1883f51b5f11a8dc6cf82fdaf02738825e5e2ae9c7e3302bf4,e571ddb0f86a77db215f70a7e0cfbd69f2e1a5faf2c6a4940bf60f95aca5f81d,scr,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,2,4,PM,12/9/2015,3,16,PM,1 hr 11 mins,9.93,7.44,2.5,20.38,-56.69,40,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1 (13B143)
4bc4b02164c8ca1883f51b5f11a8dc6cf82fdaf02738825e5e2ae9c7e3302bf4,e571ddb0f86a77db215f70a7e0cfbd69f2e1a5faf2c6a4940bf60f95aca5f81d,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,3,16,PM,12/9/2015,3,36,PM,20 mins,0,0,0,0,-83,12,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1 (13B143)
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,8,24,AM,12/9/2015,8,32,AM,7 mins,0,0,0,0,-80,17,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,-,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,8,35,AM,12/9/2015,8,39,AM,4 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,8,59,AM,12/9/2015,9,20,AM,20 mins,0,0,0,0,-85.18,11,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-1-S-CONNECTION,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Connections,12/9/2015,9,20,AM,12/9/2015,9,30,AM,10 mins,0,0,0,0,-58,39,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,9,30,AM,12/9/2015,9,44,AM,13 mins,0.41,0.21,0.19,5.4,-73,23,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 South,12/9/2015,11,11,AM,12/9/2015,11,21,AM,10 mins,0,0,0,0,-96.21,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-BELVEDERE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,10,10,AM,12/9/2015,11,11,AM,1 hr 0 mins,0.59,0.32,0.27,1.57,-72.62,23,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,-,CUC-MUDD-1-W-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Mudd 1 West,12/9/2015,7,30,AM,12/9/2015,7,32,AM,2 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,-,CUC-HON-2-S-BELVEDERE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,7,32,AM,12/9/2015,7,38,AM,6 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,-,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,8,2,AM,12/9/2015,8,5,AM,2 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,9,55,AM,12/9/2015,10,10,AM,15 mins,0,0,0,0,-77,20,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-BELVEDERE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,11,21,AM,12/9/2015,11,50,AM,28 mins,0.28,0.14,0.13,1.84,-86.7,10,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,-,-,-,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,12,57,PM,12/9/2015,1,3,PM,5 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,1,3,PM,12/9/2015,1,13,PM,10 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,1,13,PM,12/9/2015,1,23,PM,10 mins,0,0,0,0,-86,11,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,1,33,PM,12/9/2015,1,54,PM,20 mins,0.21,0.11,0.1,2.84,-78.04,18,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
800b1bcd34bb3ff13bac5b668acee6fe7225829e1c5b7ad11575a4eced63bb25,aaff9c040dcfb1e2877882785cb3e9b1b9fc9a7ce9dbfdfb17daccfe04e7c0a9,cuc,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,1,54,PM,12/9/2015,2,4,PM,10 mins,0,0,0,0,-78,19,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.1.2
b24b4865c6b56ec10d0a898da580941c7e32423bbbb9ca080ed9743d47da699c,ae6788550b24bd178d258ae0834bed1a5883b8c1b887951a0fee3e7d0d404607,kgi,CLAREMONT-WPA-ROLE,CUC-HON-1-W-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,7,11,PM,12/9/2015,7,21,PM,10 mins,0,0,0,0,-48,49,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,iPhone OS; 8.4.1; Basketball build 3.8
b24b4865c6b56ec10d0a898da580941c7e32423bbbb9ca080ed9743d47da699c,ae6788550b24bd178d258ae0834bed1a5883b8c1b887951a0fee3e7d0d404607,kgi,CLAREMONT-WPA-ROLE,CUC-HON-1-NE-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,7,1,PM,12/9/2015,7,11,PM,10 mins,0,0,0,0,-48.33,48,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,iPhone OS; 8.4.1; Basketball build 3.8
b24b4865c6b56ec10d0a898da580941c7e32423bbbb9ca080ed9743d47da699c,ae6788550b24bd178d258ae0834bed1a5883b8c1b887951a0fee3e7d0d404607,kgi,CLAREMONT-WPA-ROLE,CUC-HON-1-N-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,6,51,PM,12/9/2015,7,1,PM,10 mins,0,0,0,0,-68,29,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,iPhone OS; 8.4.1; Basketball build 3.8
b24b4865c6b56ec10d0a898da580941c7e32423bbbb9ca080ed9743d47da699c,ae6788550b24bd178d258ae0834bed1a5883b8c1b887951a0fee3e7d0d404607,kgi,CLAREMONT-WPA-ROLE,CUC-HON-1-NE-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,7,21,PM,12/9/2015,8,53,PM,1 hr 31 mins,3.92,2.83,1.09,6.54,-49.87,47,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,iPhone OS; 8.4.1; Basketball build 3.8
50718ec7f8b0a7a21327e3dc002e30bcb51d991640067e225875307d7a8babb7,5f12b8c7991d7c0869cebb9cc357bce7215786712c6215818e58074cb89fa838,cuc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-ADMIN_CONF_ROOM,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,8,29,AM,12/9/2015,8,39,AM,10 mins,0,0,0,0,-97,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.3 (12F70)
50718ec7f8b0a7a21327e3dc002e30bcb51d991640067e225875307d7a8babb7,5f12b8c7991d7c0869cebb9cc357bce7215786712c6215818e58074cb89fa838,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,8,39,AM,12/9/2015,8,49,AM,10 mins,0,0,0,0,-89,8,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.3 (12F70)
50718ec7f8b0a7a21327e3dc002e30bcb51d991640067e225875307d7a8babb7,5f12b8c7991d7c0869cebb9cc357bce7215786712c6215818e58074cb89fa838,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,8,49,AM,12/9/2015,8,59,AM,10 mins,0,0,0,0,-96.87,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.3 (12F70)
50718ec7f8b0a7a21327e3dc002e30bcb51d991640067e225875307d7a8babb7,5f12b8c7991d7c0869cebb9cc357bce7215786712c6215818e58074cb89fa838,cuc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,8,59,AM,12/9/2015,9,9,AM,10 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.3 (12F70)
