MACAddress,Username,Campus,Role,Device Name,Group,Folder,Device Location,ConnectDate,ConnectHour,ConnectMinute,ConnectDN,DisconnectDate,DisconnectHour,DisconnectMinute,DisconnectDN,Duration,Total Traffic (MB),Total Traffic In (MB),Total Traffic Out (MB),Avg Usage (Kbps),Avg Signal (dBm),Avg Signal Quality,Vendor,Connection Mode,SSID,AOS Device Type,Device Type,Manufacturer,Model,OS,OS Detail
daa6b2c3ea18d0112d1bdc379b4491df1456c04fcb02493bb9c6776b83547c63,-,-2,-3,CUC-MUDD-2-NE,Access Points,Top > CUC > Honold Mudd Library > Cafe,-4,12/9/2015 20:26,12/9/2015 20:26,12/9/2015 20:26,12/9/2015 20:26,12/9/2015 20:27,12/9/2015 20:27,12/9/2015 20:27,12/9/2015 20:27,0 mins,0,0.002,0.003,0.004,0.005,0.006,"Samsung Electro Mechanics co., LTD.",802.11n (2.4 GHz),Claremont,Android,Samsung SPH-L720T,Samsung,SPH-L720T,Android2,Linux; U; Android 5.0.1; SPH-L720T Build/LRX22C
daa6b2c3ea18d0112d1bdc379b4491df1456c04fcb02493bb9c6776b83547c63,-,-,-,CUC-MUDD-2-NE,Access Points,Top > CUC > Honold Mudd Library > Cafe,-,12/9/2015,8,28,PM,12/9/2015,8,28,PM,0 mins,0,0,0,0,0,0,"Samsung Electro Mechanics co., LTD.",802.11n (2.4 GHz),Claremont,Android,Samsung SPH-L720T,Samsung,SPH-L720T,Android,Linux; U; Android 5.0.1; SPH-L720T Build/LRX22C
daa6b2c3ea18d0112d1bdc379b4491df1456c04fcb02493bb9c6776b83547c63,-,-,-,CUC-MUDD-2-NE,Access Points,Top > CUC > Honold Mudd Library > Cafe,-,12/9/2015,8,28,PM,12/9/2015,8,29,PM,0 mins,0,0,0,0,0,0,"Samsung Electro Mechanics co., LTD.",802.11n (2.4 GHz),Claremont,Android,Samsung SPH-L720T,Samsung,SPH-L720T,Android,Linux; U; Android 5.0.1; SPH-L720T Build/LRX22C
daa6b2c3ea18d0112d1bdc379b4491df1456c04fcb02493bb9c6776b83547c63,-,-,-,CUC-MUDD-2-NE,Access Points,Top > CUC > Honold Mudd Library > Cafe,-,12/9/2015,8,30,PM,12/9/2015,8,30,PM,0 mins,0,0,0,0,0,0,"Samsung Electro Mechanics co., LTD.",802.11n (2.4 GHz),Claremont,Android,Samsung SPH-L720T,Samsung,SPH-L720T,Android,Linux; U; Android 5.0.1; SPH-L720T Build/LRX22C
daa6b2c3ea18d0112d1bdc379b4491df1456c04fcb02493bb9c6776b83547c63,-,-,-,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,9,20,PM,12/9/2015,9,20,PM,0 mins,0,0,0,0,0,0,"Samsung Electro Mechanics co., LTD.",802.11n (2.4 GHz),Claremont,Android,Samsung SPH-L720T,Samsung,SPH-L720T,Android,Linux; U; Android 5.0.1; SPH-L720T Build/LRX22C
daa6b2c3ea18d0112d1bdc379b4491df1456c04fcb02493bb9c6776b83547c63,-,-,-,CUC-MUDD-2-NE,Access Points,Top > CUC > Honold Mudd Library > Cafe,-,12/9/2015,9,19,PM,12/9/2015,9,19,PM,0 mins,0,0,0,0,0,0,"Samsung Electro Mechanics co., LTD.",802.11n (5 GHz),Claremont,Android,Samsung SPH-L720T,Samsung,SPH-L720T,Android,Linux; U; Android 5.0.1; SPH-L720T Build/LRX22C
03dbd538224218548a459bc027d2f151e6355a39d95fe06e634bdb174b73da1f,412c5e520a5968473c8ac8b21f36254571bb865c03a1ea9d427def26aa07342f,scr,CLAREMONT-WPA-ROLE,CUC-HON-2-S-RTLS,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,3,16,PM,12/9/2015,3,26,PM,10 mins,0,0,0,0,-97,0,"Samsung Electro Mechanics co., LTD.",802.11n (5 GHz),Claremont-WPA,Android,Samsung SCH-I545,Samsung,SCH-I545,Android,Linux; U; Android 4.4.2; SCH-I545 Build/KOT49H
03dbd538224218548a459bc027d2f151e6355a39d95fe06e634bdb174b73da1f,412c5e520a5968473c8ac8b21f36254571bb865c03a1ea9d427def26aa07342f,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,4,38,PM,12/9/2015,4,58,PM,20 mins,0,0,0,0,-82.67,10,"Samsung Electro Mechanics co., LTD.",802.11n (5 GHz),Claremont-WPA,Android,Samsung SCH-I545,Samsung,SCH-I545,Android,Linux; U; Android 4.4.2; SCH-I545 Build/KOT49H
03dbd538224218548a459bc027d2f151e6355a39d95fe06e634bdb174b73da1f,412c5e520a5968473c8ac8b21f36254571bb865c03a1ea9d427def26aa07342f,scr,CLAREMONT-WPA-ROLE,CUC-HON-1-W-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,3,26,PM,12/9/2015,4,38,PM,1 hr 11 mins,0.36,0.19,0.17,0.81,-45.7,51,"Samsung Electro Mechanics co., LTD.",802.11n (5 GHz),Claremont-WPA,Android,Samsung SCH-I545,Samsung,SCH-I545,Android,Linux; U; Android 4.4.2; SCH-I545 Build/KOT49H
7acfbdbba1135a102c37a4e2a6cae092d83d76865a69557089d9b374c34460fd,c74291069ba9f47989ae578b77d419179015bda553bd641378b6077b71288d97,cmc,CLAREMONT-WPA-ROLE,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,10,14,PM,12/9/2015,10,17,PM,3 mins,0,0,0,0,-66,31,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8_1_2
7acfbdbba1135a102c37a4e2a6cae092d83d76865a69557089d9b374c34460fd,c74291069ba9f47989ae578b77d419179015bda553bd641378b6077b71288d97,cmc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,10,55,PM,12/9/2015,11,5,PM,10 mins,0,0,0,0,-65,32,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8_1_2
7acfbdbba1135a102c37a4e2a6cae092d83d76865a69557089d9b374c34460fd,c74291069ba9f47989ae578b77d419179015bda553bd641378b6077b71288d97,cmc,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,11,26,PM,12/10/2015,12,57,AM,33 mins,10.45,9.81,0.64,47.29,-54.25,42,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8_1_2
61d85c81e3e9f60c8784f6a1ec9bbf9321c30ba67a2df3dbf6fe827c948c733c,e9c56341a7a7b22a95514947e8366512622f0193e4cf5875c4a5d85567ec83d1,scrippscollege.edu,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,4,58,PM,12/9/2015,5,8,PM,10 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
9d38262a26d665425509b28f2ff712321c9f03e2f2db31baad23df1eb87c57fb,a09e0d2627f85d398d363dfdff2e3efdc702a16261c20e29aa74dfd531c1d831,cmc.edu,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,2,8,PM,12/9/2015,2,25,PM,16 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8_1_1
9d38262a26d665425509b28f2ff712321c9f03e2f2db31baad23df1eb87c57fb,-,-,CLAREMONT-WPA-ROLE,CUC-HON-3-S-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 2 South,12/9/2015,2,25,PM,12/9/2015,2,35,PM,10 mins,0,0,0,0,-81,14,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8_1_1
9d38262a26d665425509b28f2ff712321c9f03e2f2db31baad23df1eb87c57fb,a09e0d2627f85d398d363dfdff2e3efdc702a16261c20e29aa74dfd531c1d831,cmc.edu,CLAREMONT-WPA-ROLE,CUC-HON-4-SOUTH,Access Points,Top > CUC > Honold Mudd Library > Fourth Floor,-,12/9/2015,2,35,PM,12/9/2015,7,11,PM,4 hrs 35 mins,34.67,27.42,7.24,18.13,-66.24,26,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8_1_1
c5594f175c4e9d4286412b889c8c44800db7e40a8db453d87483eb4c10cc96a0,ERROR,-,POM-STUDENT2-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,2,22,PM,12/9/2015,2,24,PM,2 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont,iPhone,Apple iPhone,Apple,iPhone,iOS,9.1 (13B143)
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-1-W-MATERIALS_HANDLING,Access Points,Top > CUC > Honold Mudd Library > First Floor,Mudd 1 West,12/9/2015,9,13,PM,12/9/2015,9,23,PM,10 mins,0,0,0,0,-96.32,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,-,CUC-HON-1-S-CONNECTION,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Connections,12/9/2015,8,44,PM,12/9/2015,8,53,PM,8 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-HON-1-W-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,8,53,PM,12/9/2015,9,13,PM,20 mins,16.76,14.59,2.16,223.43,-56,41,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,9,23,PM,12/9/2015,9,44,PM,20 mins,0.07,0.04,0.03,1,-59.62,33,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,9,44,PM,12/9/2015,9,54,PM,10 mins,0,0,0,0,-52.12,41,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,9,54,PM,12/9/2015,10,55,PM,1 hr 1 min,2.21,1.67,0.53,5.35,-61.95,31,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,10,55,PM,12/9/2015,11,5,PM,10 mins,0,0,0,0,-94,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,11,5,PM,12/9/2015,11,56,PM,51 mins,39.57,31.75,7.82,131.91,-63.21,29,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
7df58a449504caa05ea3407dad65c26e60986bdc9ea656a253927e121d8a4d6d,41d28793fd2884d0e963e72f388f0ccb45ea8ee8fdd2aa9dd9a3bd91e08f04e7,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,Access Points,Top > CUC > Honold Mudd Library > Second Floor,-,12/9/2015,11,56,PM,12/10/2015,12,7,AM,3 mins,0,0,0,0,-66,27,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,4,28,PM,12/9/2015,5,8,PM,40 mins,0.46,0.3,0.17,2.06,-57.49,39,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,5,8,PM,12/9/2015,5,19,PM,10 mins,0,0,0,0,-56.1,40,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,-,CUC-HON-1-N-CAFE,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,4,14,PM,12/9/2015,4,17,PM,3 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,4,17,PM,12/9/2015,4,28,PM,10 mins,0,0,0,0,-74,23,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-2-S-STUDY_AREA,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,6,51,PM,12/9/2015,7,1,PM,10 mins,0,0,0,0,-83,14,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,5,19,PM,12/9/2015,6,30,PM,1 hr 11 mins,0.75,0.45,0.3,1.54,-55.99,40,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,6,30,PM,12/9/2015,6,51,PM,20 mins,0.04,0.02,0.02,0.54,-58,39,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,7,1,PM,12/9/2015,8,2,PM,1 hr 1 min,23.06,17.6,5.45,61.48,-58.91,38,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-2-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 East,12/9/2015,8,2,PM,12/9/2015,8,22,PM,20 mins,0,0,0,0.05,-81.58,15,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-3-E-BRIDGE,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,9,13,PM,12/9/2015,9,23,PM,10 mins,0,0,0,0,-85.6,11,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
f3c12d4bc5a2d659a979043a328e9c78ec6e5330758505613e0a659873aed3db,d86d0c683d3769efaa1789651b636b75d188c21b6fad6b81780b074e6c494bbe,pit,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,Access Points,Top > CUC > Honold Mudd Library > Third Floor,Mudd 3 North,12/9/2015,8,22,PM,12/9/2015,9,13,PM,50 mins,5.87,5.15,0.72,19.58,-59.85,37,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,8.2
12060ad1ec488e7ac613ce7794a2164fe34282d9e5f7bf541202e39e70f1f5b3,35fe0df09723581fe276104b7227b22852b38af5aee543fde14723fdbcd960de,PIT,CLAREMONT-WPA-ROLE,CUC-HON-1-S-CONNECTION,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Connections,12/9/2015,4,48,PM,12/9/2015,5,8,PM,20 mins,0,0,0,0,-88.81,8,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
12060ad1ec488e7ac613ce7794a2164fe34282d9e5f7bf541202e39e70f1f5b3,35fe0df09723581fe276104b7227b22852b38af5aee543fde14723fdbcd960de,PIT,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,4,38,PM,12/9/2015,4,40,PM,2 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
65d48798d50ab90ab0bc316a0f95fde383834e2b4ae1ac8f96e8737718103930,-,-,-,CUC-HON-1-S-CONNECTION,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Connections,12/9/2015,3,1,PM,12/9/2015,3,6,PM,5 mins,0,0,0,0,0,0,Apple,802.11n (2.4 GHz),Claremont,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
2d790f34195fd12ca12c50365bbd1a6b73a22cdace3f7f1ec634a773d97f10b5,e71f800e12c135465a5f3373d1ef614a868af6c81378c28316ef7ec02d44aab7,scr,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/8/2015,11,31,PM,12/9/2015,12,42,AM,42 mins,16.81,14.2,2.61,61.88,-57.22,39,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/8/2015,11,52,PM,12/9/2015,12,2,AM,2 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,12,2,AM,12/9/2015,12,32,AM,30 mins,0.01,0.01,0.01,0.09,-67.5,29,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,12,32,AM,12/9/2015,12,42,AM,10 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,12,42,AM,12/9/2015,1,3,AM,20 mins,0.08,0.05,0.03,1.02,-70,27,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-2-S-BELVEDERE,Access Points,Top > CUC > Honold Mudd Library > Second Floor,Honnold 2 South,12/9/2015,1,3,AM,12/9/2015,1,13,AM,10 mins,0,0,0,0,-81.62,10,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-1-W-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Mudd 1 West,12/9/2015,6,30,PM,12/9/2015,6,36,PM,6 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,6,40,PM,12/9/2015,7,42,PM,1 hr 1 min,9.88,8.77,1.11,32.95,-65.02,31,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,Access Points,Top > CUC > Honold Mudd Library > First Floor,Honnold Cafe,12/9/2015,7,42,PM,12/9/2015,7,52,PM,10 mins,0,0,0,0,-57,40,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,9,13,PM,12/9/2015,10,4,PM,50 mins,8.8,7.96,0.84,29.32,-65.37,31,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,7,52,PM,12/9/2015,9,13,PM,1 hr 21 mins,20.89,18.57,2.33,55.72,-60,36,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,11,46,PM,12/9/2015,11,56,PM,10 mins,0,0,0,0,0,0,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
1445aa3b3c406ea9f90d83a2d5283eda0d1101d642169fb9ecb1d5840756b1c5,299d537253c283253aace35d3cd2dcbae4916d78434ddabbb227f2aa40f75206,scr,CLAREMONT-WPA-ROLE,CUC-HON-3-E-ASIAN_STUDIES,Access Points,Top > CUC > Honold Mudd Library > Third Floor,-,12/9/2015,10,4,PM,12/9/2015,11,46,PM,1 hr 42 mins,8.37,6.17,2.2,17.16,-63.1,33,Apple,802.11n (5 GHz),Claremont-WPA,iPhone,Apple iPhone,Apple,iPhone,iOS,9_1
