eddd50a2319c6cb283aa93de52a2ad84dbc1bf4213a4848ad74fbc9dbe1302b8,-,-,-,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 9:37 PM","12/26/2015 9:44 PM","7 mins",0.00,0.00,0.00,0.00,0.00,0.00,"Motorola Mobility LLC","802.11n (2.4 GHz)",Claremont,Android,Android,-,XT1080,Android,"Linux; U; Android 4.4.4; XT1080 Build/SU6-7.3"
aac44d56d328c563fac6ea48141b68d66385fc77ad6c3c4cee01343123f220c1,ERROR,-,-,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 7:56 PM","12/26/2015 8:04 PM","7 mins",0.00,0.00,0.00,0.00,0.00,0.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.1 (13B143)"
2c413c0e65017542d589c0de863a2396ad8bb388ae3e081918d6ba81b66095ab,-,-,CLAREMONT-PREAUTH-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/25/2015 11:43 PM","12/26/2015 12:32 AM","32 mins",0.20,0.12,0.08,1.33,-74.00,13.00,PRIVATE,"802.11n (2.4 GHz)",Claremont,Android,Android,-,-,Android,-
9e84ff47297394b6650d9d01fd0a711e33e3c0e07fecddf4a49c4ba147eabcec,8ec5462c1ea5cbaa10da9e999a2ca3f3c39b1f4950964e6fa15f7d96fd382e96,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 6:12 AM","12/26/2015 6:32 AM","20 mins",0.03,0.01,0.02,0.42,-93.00,0.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.0.2 (13A452)"
9e84ff47297394b6650d9d01fd0a711e33e3c0e07fecddf4a49c4ba147eabcec,8ec5462c1ea5cbaa10da9e999a2ca3f3c39b1f4950964e6fa15f7d96fd382e96,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 9:23 AM","12/26/2015 9:43 AM","20 mins",0.03,0.01,0.02,0.46,-93.00,0.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.0.2 (13A452)"
9e84ff47297394b6650d9d01fd0a711e33e3c0e07fecddf4a49c4ba147eabcec,8ec5462c1ea5cbaa10da9e999a2ca3f3c39b1f4950964e6fa15f7d96fd382e96,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 12:53 PM","12/26/2015 1:03 PM","10 mins",0.00,0.00,0.00,0.00,0.00,0.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.0.2 (13A452)"
bc428c405c62c0077dc7d0dcec1185eb868d01d55bf48b7daa5b755e7b31a4ec,8ec5462c1ea5cbaa10da9e999a2ca3f3c39b1f4950964e6fa15f7d96fd382e96,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/25/2015 10:59 PM","12/26/2015 3:13 PM","15 hrs 13 mins",0.56,0.33,0.24,0.08,-58.03,34.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.1 (13B143)"
8e123a002992fd4a1b44021088c1618391af65aa3fd4bc9b170b812acc4c1eb7,8501cbc085d6831e4eb8bc8055ef9deafa38b925fca98abbdd07ac75f59159ba,kgi,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 11:12 PM","12/26/2015 11:55 PM","42 mins",0.09,0.04,0.05,0.42,-71.50,14.00,Apple,"802.11n (2.4 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,8_1_2
3b9afdaab715970c3ce24909f1f94d7794bd3cd371b78db7f8259ad8547c8656,-,-,CLAREMONT-PREAUTH-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,"12/26/2015 4:12 AM","12/26/2015 4:42 AM","30 mins",0.00,0.00,0.00,0.00,-71.00,16.00,Apple,"802.11n (5 GHz)",Claremont,iPad,"Apple iPad",Apple,iPad,iOS,"9.2 (13C75)"
eddd50a2319c6cb283aa93de52a2ad84dbc1bf4213a4848ad74fbc9dbe1302b8,b09ce280f2ce2e98c562fe59bdc938410d0cb5056035bb5c135c5f3c2690df3d,cuc,CLAREMONT-ROLE,CUC-HON-1-S-CONNECTION,"Access Points","Top > CUC > Honold Mudd Library > First Floor","Honnold Connections","12/26/2015 1:44 AM","12/26/2015 2:05 AM","20 mins",37.40,36.59,0.82,498.70,-84.00,13.00,"Motorola Mobility LLC","802.11n (5 GHz)",Claremont,Android,Android,-,XT1080,Android,"Linux; U; Android 4.4.4; XT1080 Build/SU6-7.3"
