5011003d3581e0229e657687b2bd11cc5ef52f7c6533c481e17c948db3e288df,837e63a8f2352be418cea25a3eb8add691196f9d220b548475ab212cf6553066,cuc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-STUDY_AREA,"Access Points","Top > CUC > Honold Mudd Library > Second Floor","Honnold 2 South",2016,5,17,10,33,0,1,138,1,"5/17/2016 10:43 AM PDT","10 mins",0.00,0.00,0.00,0.00,-74.45,20.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,"9.3.1 (13E238)"
2207dc173401b45ea34ba6665d6fa9d39ae7b23c703a9ed063a13e5dc00cf931,1a7d2cbed6ef374b22d01443cfb43b7f4e127dfd576473cc38e6a9125fda5c74,cuc,CLAREMONT-WPA-ROLE,CUC-HON203-AP105-15,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,17,10,33,0,1,138,1,"5/17/2016 10:43 AM PDT","10 mins",0.00,0.00,0.00,0.00,-56.16,36.00,"Murata Manufacturing Co., Ltd.","802.11n (5 GHz)",Claremont-WPA,Android,"Motorola SM-G920V",Motorola,SM-G920V,Android,"Linux; U; Android 6.0.1; SM-G920V Build/MMB29K"
6db63817392d4bf533c5ac63349ea2b625e74288e98ef45fa18200684ff849a7,-,-,CLAREMONT-PREAUTH-ROLE,CUC-HON-4-SOUTH,"Access Points","Top > CUC > Honold Mudd Library > Fourth Floor","Fourth Floor",2016,5,17,10,33,0,1,138,1,"5/17/2016 10:43 AM PDT","10 mins",0.00,0.00,0.00,0.00,-57.52,36.00,"Huawei Technologies Co., Ltd","802.11n (5 GHz)",Claremont,Android,"Huawei Y536A1",Huawei,Y536A1,Android,"Linux; U; Android 4.4.3; HUAWEI Y536A1 Build/HuaweiY536A1"
d36899f35dcba61ce66d9a3dc6999ff50ca2f8182582b08fbbb5dee980893392,-,-,CLAREMONT-WPA-ROLE,CUC-HON-2-S-ADMIN_CONF_ROOM,"Access Points","Top > CUC > Honold Mudd Library > Second Floor","Honnold 2 South",2016,5,17,10,22,0,1,138,1,"5/17/2016 10:43 AM PDT","20 mins",0.00,0.00,0.00,0.00,-78.25,15.00,"Universal Global Scientific Industrial Co.,Ltd","802.11n (5 GHz)",Claremont-WPA,-,"Universal Global Scientific Industrial Co.,Ltd",-,-,-,-
5dfc4db2083ad493dc9bd6ff04a5eac45d4313484c252844a4e615223cc5fe93,9ba2cdfcf0595a2d8613d3e1e7117daf9cb66fbdd2dc8c82b963f0c857e6e9bc,cgu,CLAREMONT-WPA-ROLE,CUC-MUDD-2-NE,"Access Points","Top > CUC > Honold Mudd Library > Cafe",-,2016,5,17,10,33,0,1,138,1,"5/17/2016 10:43 AM PDT","10 mins",0.00,0.00,0.00,0.00,-69.38,25.00,"Motorola Mobility LLC","802.11n (5 GHz)",Claremont-WPA,Android,Android,-,XT1080,Android,"Linux; U; Android 4.4.4; XT1080 Build/SU6-7.7"
5a5cc0a8cc2f1bd69a657b7276fb9ad112b06e7864b86b8662cd646b654e73ef,-,-,CUC-GUEST-AAA,CUC-HON-2-S-BELVEDERE,"Access Points","Top > CUC > Honold Mudd Library > Second Floor","Honnold 2 South",2016,5,17,10,33,0,1,138,1,"5/17/2016 10:43 AM PDT","10 mins",0.00,0.00,0.00,0.00,-58.78,33.00,"Murata Manufacturing Co., Ltd.","802.11n (5 GHz)",CUC-GUEST,Android,"Samsung SM-G920P",Samsung,SM-G920P,Android,"Linux; Android 6.0.1; SM-G920P Build/LRX22C"
dd82e4001f0d7c8b58e8fb9457b6ed89ff2eba317bb18bf0ecc22e050918d73e,628fc6089368b4e8babbad48ff1112d6e5cebdeda8b2995de670f0d698b6ee7d,cgu,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,17,10,22,0,1,138,1,"5/17/2016 10:43 AM PDT","20 mins",0.00,0.00,0.00,0.00,-74.27,17.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,"9.3.1 (13E238)"
f0fb7eeafe3d99893f45c344df6b82d0bc24527bdf3e200bf2803f7561d83272,8e638f123ceeba971a4005c2cfaaba123d078eb5a94659bfc4ee36ef8705d4c3,cuc,CLAREMONT-WPA-ROLE,CUC-HON-1-E-ELEVATOR,"Access Points","Top > CUC > Honold Mudd Library > First Floor","Honnold Cafe",2016,5,17,10,33,0,1,138,1,"5/17/2016 10:43 AM PDT","10 mins",0.00,0.00,0.00,0.00,-77.22,19.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,9_3_1
071e144e2b18b7305d71b3bf47ca9fd39e61f577d39694687af4ee16396a0a53,bd72e68e7eb20f986aabe13f8689f9baff5427754ef65f24cf44775f69d7e4c1,cuc,CLAREMONT-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,17,21,39,0,1,138,1,-,"2 hrs 20 mins",1.55,0.69,0.86,1.48,-63.80,29.21,"Murata Manufactuaring Co.,Ltd.","802.11n (5 GHz)",Claremont,Android,Android,-,SM-N900P,Android,"Linux; Android 5.0; SM-N900P Build/LRX21V; wv"
d57f797b133439bc4fd92091fd73a6e3d6bbc66e698584df9f36e62793779258,5eb72764bc207b73e220a06c7f97a68ccbd2bf5fdd87c124f3883a81954c2aab,cgu,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,17,18,3,0,1,138,1,-,"5 hrs 56 mins",0.00,0.00,0.00,0.00,-80.44,11.61,"Apple, Inc.","802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,9_3_1
