f95928c399d7be8432a6c8873ee5c26e1d3f923f2323a59c8b8142066dd29805,-,-,CUC-GUEST-AAA,CUC-HON-1-N-CAFE,"Access Points","Top > CUC > Honold Mudd Library > First Floor","Honnold Cafe",2016,5,13,10,11,0,4,134,1,-,"1 day 0 hrs 0 mins",4.27,2.39,1.88,0.40,-56.18,40.82,"Roku, Inc.","802.11n (5 GHz)",CUC-GUEST,Roku,Roku,Roku,-,Roku,067.10E04062A
513073db70c1a53e1022b05c7f626bb5bf08491841682371dafc80a93b8e83bf,8ec5462c1ea5cbaa10da9e999a2ca3f3c39b1f4950964e6fa15f7d96fd382e96,cuc.claremont.edu,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,12,22,42,0,3,133,1,-,"1 day 0 hrs 0 mins",0.72,0.39,0.33,0.07,-66.84,26.16,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,9.1
d1b7facf8c3848deba148e9764355f62cbdcdffc4e437b97117c45c088bdcb18,11d8be0e89833159cf0aba572ad2697d09de0ae3562b5856058da0ae0f2f52ce,cuc,CLAREMONT-WPA-ROLE,CUC-HON-2-S-RTLS,"Access Points","Top > CUC > Honold Mudd Library > Second Floor","Honnold 2 South",2016,5,10,15,55,0,1,131,1,-,"1 day 0 hrs 0 mins",7.01,5.70,1.31,0.65,-58.24,38.76,"Apple Inc","802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"8.4 (12H143)"
6fe682642c474bb6f34008e13a796bed90c66c89cbd57cbaee8eab9b0de986bf,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,5,10,1,56,0,1,131,1,-,"1 day 0 hrs 0 mins",23.27,13.74,9.53,2.15,-63.75,33.25,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
cebeeea934695259060ebc25ddda6ec75b869cd1089b4d615ec7d860f6f862a4,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,5,9,17,6,0,0,130,1,-,"1 day 0 hrs 0 mins",32.65,18.16,14.49,3.02,-65.40,31.60,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.2.1 (13D15)"
ce90d235fbcbcc03a411455a8c28f4355c875781e9128ab059eb66a3cd0741c8,3d1fd038474945c4ba66eab1120863784fbe12e91814020743cfdda4cc4277ba,cgu,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,9,12,25,0,0,130,1,-,"1 day 0 hrs 0 mins",0.00,0.00,0.00,0.00,-44.88,48.00,"Samsung Elec Co.,Ltd","802.11n (5 GHz)",Claremont-WPA,Android,Android,-,SM-T530NU,Android,"Linux; U; Android 5.0.2; SM-T530NU Build/LRX22G"
18578c3444b071caa336f9f57d62823a75826760fa4f7854dcbfdfd4f52bd65d,cdeefb47e7f0a23031ce404412e83be0bdd8ef5a4d3a4ce39c3d6346b8213249,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,6,16,22,0,4,127,1,-,"1 day 0 hrs 0 mins",0.00,0.00,0.00,0.00,-83.88,9.00,Apple,"802.11n (5 GHz)",Claremont-WPA,-,Apple,-,-,-,-
81eef7f046367150e1f2dfb5e24b5b8e5ec5a94bca92c497fd6494b649465314,0c30891f1027f7fe0796b4aac4ec89b67fcd42b89d4f38fbf671e78dcd3e5e54,scr,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,6,15,20,0,4,127,1,-,"1 day 0 hrs 0 mins",0.00,0.00,0.00,0.00,-79.88,13.00,Apple,"802.11n (5 GHz)",Claremont-WPA,"OS X","Apple Mac",Apple,Mac,"Mac OS X",10_11_3
f75fb0ff1a6f1215ce8b819404dd6ff00af5582b38abb243e160d4591bc3d67c,e295fa4bf86d12368c1c71fa7447a683b25c14f11d365e1ed6f740bc8410355f,pit,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,6,15,9,0,4,127,1,-,"1 day 0 hrs 0 mins",0.00,0.00,0.00,0.00,-70.88,22.00,Apple,"802.11n (5 GHz)",Claremont-WPA,"OS X","Apple Mac",Apple,Mac,"Mac OS X",10_10_5
dfef7348b93122f49b5d827b2640e68133a88d1dd025224e30e4e9753f070196,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,28,18,21,0,3,119,1,-,"1 day 0 hrs 0 mins",1.18,0.59,0.59,0.11,-60.56,36.44,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.2.1 (13D15)"
9f74b6fc094efedebabb5b3f719255abbbdecd6ce8c47999a963911c6b8db447,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,28,12,38,0,3,119,1,-,"1 day 0 hrs 0 mins",5.08,4.40,0.69,0.47,-64.84,32.16,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
5bd15e53cfaa43ec717924f9907664f0d8eee077988785d7e13b645720a631ec,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,27,14,3,0,2,118,1,-,"1 day 0 hrs 0 mins",4.83,4.16,0.67,0.45,-65.26,31.74,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
2beade91f3e2d018482f256979a9c059e76ffbdcf424775d9399fa7e6265d1d5,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,23,5,2,0,5,114,1,-,"1 day 0 hrs 0 mins",19.22,17.64,1.58,1.78,-63.84,33.16,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.2.1 (13D15)"
8ed75348f8e1d7ae4e0a2a31c08ed0a500c207a10445ae1eeb642a3a6e74d93a,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,8,15,29,0,4,99,1,-,"1 day 0 hrs 0 mins",7.73,5.99,1.74,0.72,-64.72,32.28,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
b8f743c6d89964f202ee588a01ec3ac0445a0fca641fd55909cd88cb272941d9,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,8,15,29,0,4,99,1,-,"1 day 0 hrs 0 mins",5.48,3.36,2.11,0.51,-60.63,36.37,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,9_3_1
bc9e3ac52c95a4d2f22ad77283338f8c5d074ae47b3bdf21616db48460e95836,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,4,8,15,22,0,4,99,1,-,"1 day 0 hrs 0 mins",8.16,6.32,1.84,0.77,-65.11,31.89,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
6f31593ff24d60c2bc7eaa84a7e11b3edfd5d858151acb64565be6fda275bcce,-,-,CUC-GUEST-AAA,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,15,23,54,0,6,136,1,"5/16/2016 12:05 AM PDT","5 mins",0.00,0.00,0.00,0.00,-62.40,31.00,"Liteon Technology Corporation","802.11n (5 GHz)",CUC-GUEST,"Win 7","Windows 7",-,-,"Windows 7","Windows NT 6.1; WOW64; Trident/7.0; rv:11.0"
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,0,5,0,0,137,1,"5/16/2016 12:26 AM PDT","21 mins",0.00,0.00,0.00,0.00,-78.35,18.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
6f31593ff24d60c2bc7eaa84a7e11b3edfd5d858151acb64565be6fda275bcce,-,-,CUC-GUEST-AAA,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,0,15,0,0,137,1,"5/16/2016 12:36 AM PDT","21 mins",0.00,0.00,0.00,0.00,-58.92,29.00,"Liteon Technology Corporation","802.11n (5 GHz)",CUC-GUEST,"Win 7","Windows 7",-,-,"Windows 7","Windows NT 6.1; WOW64; Trident/7.0; rv:11.0"
8da33e42791c2b101079bb51b51934473b3dc93a1590f9de61198626659b7bad,bad333549ae3eb2317d07b4e1894ce639c2c5b3a653ec99d956f51d61e0a6750,pom,-,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,16,0,48,0,0,137,1,"5/16/2016 12:53 AM PDT","4 mins",0.00,0.00,0.00,0.00,0.00,0.00,Apple,"802.11n (2.4 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,"9.3.1 (13E238)"
73a740333e1618efa25a649f4efdc71e6db9b03c8b55568adcb3822f46338be0,ef0a7be5dbc2afd7b74e827d8bdad2ee61ec1acb8fa28cce2f0ce2f21ff229df,hmc,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,16,0,57,0,0,137,1,"5/16/2016 1:17 AM PDT","20 mins",0.00,0.00,0.00,0.00,-93.67,0.00,"HTC Corporation","802.11n (5 GHz)",Claremont-WPA,Android,Android,-,-,Android,-
08b66e339434f8a3a0f89b417af595d7c9810eecfa69331d6c2044ac9e87c535,37cc7a151a357790b4c52e346176ccecad298a859c3464acd287580c928b0b1c,CGU,CLAREMONT-WPA-ROLE,CUC-HON-3-N-BOOK,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 North",2016,5,16,1,7,0,0,137,1,"5/16/2016 1:28 AM PDT","20 mins",0.00,0.00,0.00,0.00,-96.54,0.00,"Apple, Inc.","802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,"9.1 (13B143)"
bb432a2e57cf94388a6b952ae40aaa9c70d6babff99893fce377cf1c2a359e86,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,5,16,1,28,0,0,137,1,"5/16/2016 1:48 AM PDT","20 mins",0.06,0.02,0.04,0.74,-87.42,9.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,1,38,0,0,137,1,"5/16/2016 1:48 AM PDT","10 mins",0.00,0.00,0.00,0.00,-78.14,18.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,1,58,0,0,137,1,"5/16/2016 2:19 AM PDT","20 mins",0.00,0.00,0.00,0.00,-78.20,18.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
287b1bf936ec96de0dd88158fc568d4ce34e25c8803092cc0715544ef0c03000,07d37527a15b2ea3122f37565c4da94df756b56100fc0eff6f49eaba348c9009,hmc,-,CUC-HON-2-E-BRIDGE,"Access Points","Top > CUC > Honold Mudd Library > Second Floor","Honnold 2 East",2016,5,16,2,23,0,0,137,1,"5/16/2016 2:29 AM PDT","6 mins",0.00,0.00,0.00,0.00,0.00,0.00,"LG Electronics","802.11n (2.4 GHz)",Claremont-WPA,Android,"LG D850",LG,D850,Android,"Linux; U; Android 5.1.1; LG-D850 Build/LMY49G"
6f31593ff24d60c2bc7eaa84a7e11b3edfd5d858151acb64565be6fda275bcce,-,-,CUC-GUEST-AAA,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,2,19,0,0,137,1,"5/16/2016 2:29 AM PDT","10 mins",0.00,0.00,0.00,0.00,-51.82,39.00,"Liteon Technology Corporation","802.11n (5 GHz)",CUC-GUEST,"Win 7","Windows 7",-,-,"Windows 7","Windows NT 6.1; WOW64; Trident/7.0; rv:11.0"
383c0e1b57233dc161b3eb9c4da6a74979a5dd42a3f448e17271746338a44b23,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-2-W,"Access Points","Top > CUC > Honold Mudd Library > Second Floor",-,2016,5,16,2,29,0,0,137,1,"5/16/2016 2:39 AM PDT","10 mins",0.00,0.00,0.00,0.00,-77.83,18.00,"Apple, Inc.","802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,9_3_1
287b1bf936ec96de0dd88158fc568d4ce34e25c8803092cc0715544ef0c03000,07d37527a15b2ea3122f37565c4da94df756b56100fc0eff6f49eaba348c9009,hmc,CLAREMONT-WPA-ROLE,CUC-HON-2-E-BRIDGE,"Access Points","Top > CUC > Honold Mudd Library > Second Floor","Honnold 2 East",2016,5,16,2,29,0,0,137,1,"5/16/2016 2:49 AM PDT","20 mins",0.00,0.00,0.00,0.00,-95.82,1.00,"LG Electronics","802.11n (5 GHz)",Claremont-WPA,Android,"LG D850",LG,D850,Android,"Linux; U; Android 5.1.1; LG-D850 Build/LMY49G"
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,2,39,0,0,137,1,"5/16/2016 2:49 AM PDT","10 mins",0.00,0.00,0.00,0.00,-78.16,18.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
6f31593ff24d60c2bc7eaa84a7e11b3edfd5d858151acb64565be6fda275bcce,-,-,CUC-GUEST-AAA,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,2,39,0,0,137,1,"5/16/2016 3:10 AM PDT","30 mins",0.00,0.00,0.00,0.00,-70.57,17.00,"Liteon Technology Corporation","802.11n (5 GHz)",CUC-GUEST,"Win 7","Windows 7",-,-,"Windows 7","Windows NT 6.1; WOW64; Trident/7.0; rv:11.0"
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,2,59,0,0,137,1,"5/16/2016 3:20 AM PDT","20 mins",0.00,0.00,0.00,0.00,-82.77,14.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
6f31593ff24d60c2bc7eaa84a7e11b3edfd5d858151acb64565be6fda275bcce,-,-,CUC-GUEST-AAA,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,3,30,0,0,137,1,"5/16/2016 3:41 AM PDT","10 mins",0.00,0.00,0.00,0.00,-47.55,42.00,"Liteon Technology Corporation","802.11n (5 GHz)",CUC-GUEST,"Win 7","Windows 7",-,-,"Windows 7","Windows NT 6.1; WOW64; Trident/7.0; rv:11.0"
a9249d6bdeb4abee86491170a1c9f230ac755f5d60bf4608fdce37afad51679b,b83a6f95220695cd82e8303c26e0ccce290cfad7eb634f0fee0e59bc6030b7c4,CUC,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,0,5,0,0,137,1,"5/16/2016 3:41 AM PDT","3 hrs 35 mins",152.93,73.25,79.67,99.47,-57.61,35.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPhone,"Apple iPhone",Apple,iPhone,iOS,"9.3.1 (13E238)"
9e84ff47297394b6650d9d01fd0a711e33e3c0e07fecddf4a49c4ba147eabcec,8ec5462c1ea5cbaa10da9e999a2ca3f3c39b1f4950964e6fa15f7d96fd382e96,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,3,51,0,0,137,1,"5/16/2016 4:01 AM PDT","10 mins",0.00,0.00,0.00,0.00,-91.88,1.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.2.1 (13D15)"
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,3,51,0,0,137,1,"5/16/2016 4:01 AM PDT","10 mins",0.00,0.00,0.00,0.00,-78.17,18.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
bb432a2e57cf94388a6b952ae40aaa9c70d6babff99893fce377cf1c2a359e86,601abbdf6be1b11a6e412fc2ff2fa3c09b81a7d4c247b3fd87bbc414fb18c86a,cuc,CLAREMONT-WPA-ROLE,CUC-MUDD-3-N-IRIS,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 2 North",2016,5,16,3,51,0,0,137,1,"5/16/2016 4:01 AM PDT","10 mins",0.00,0.00,0.00,0.00,-59.00,38.00,Apple,"802.11n (5 GHz)",Claremont-WPA,iPad,"Apple iPad",Apple,iPad,iOS,"9.3.1 (13E238)"
5c89924dcef09ab240021c243cfff5f9ed415c1faf601f5a2bf310a98a326f14,-,-,CUC-GUEST-AAA,CUC-HON-1-N-CAFE,"Access Points","Top > CUC > Honold Mudd Library > First Floor","Honnold Cafe",2016,5,16,6,58,0,0,137,1,"5/16/2016 7:08 AM PDT","10 mins",0.00,0.00,0.00,0.00,-68.14,28.00,"TCT mobile ltd","802.11n (5 GHz)",CUC-GUEST,Android,Android,-,7040N,Android,"Linux; U; Android 4.4.2; 7040N Build/KVT49L"
3ea112903ed3d5c9e8fd236524c1062b5bb25896e5030c5d3b14dfafaf986fd9,-,-,CLAREMONT-WPA-ROLE,CUC-MUDD-3-S-KECK2,"Access Points","Top > CUC > Honold Mudd Library > Third Floor","Mudd 3 South",2016,5,16,4,32,0,0,137,1,"5/16/2016 5:14 AM PDT","41 mins",0.00,0.00,0.00,0.00,-83.03,13.00,"Hon Hai Precision Ind. Co.,Ltd.","802.11n (5 GHz)",Claremont-WPA,Windows,Windows,-,-,Windows,-
0074f17d601f3caa337117b49ddd824ceca37e76f1d528a7cc98fa527dcf1a29,-,-,-,CUC-MUDD-3-IRIS-N,"Access Points","Top > CUC > Honold Mudd Library > Third Floor",-,2016,5,16,6,12,0,0,137,1,"5/16/2016 6:16 AM PDT","4 mins",0.00,0.00,0.00,0.00,0.00,0.00,Apple,"802.11n (5 GHz)",Claremont,iPhone,"Apple iPhone",Apple,iPhone,iOS,"9.3.1 (13E238)"
